id_chamado,data_abertura,bairro,tipo,status,tempo_horas,nota_avaliacao
260767,2026-03-13,Tijuca,Buraco na via,Fechado,36.5,5.0
260768,2026-03-13,Madureira,Iluminação Pública,Fechado,85.8,3.0
260769,2026-03-14,Realengo,Fiscalização de barulho,Fechado,,1.0
260770,2026-03-14,Copacabana,Fiscalização de barulho,Fechado,7.3,
260771,2026-03-14,Madureira,Poda de árvore,Fechado,207.2,3.0
260772,2026-03-14,Campo Grande,Remoção de entulho,Fechado,35.1,5.0
260773,2026-03-14,Centro,Buraco na via,Fechado,62.0,
260774,2026-03-14,Centro,Iluminação Pública,Aberto,,
260775,2026-03-14,Copacabana,Iluminação Pública,Fechado,60.7,4.0
260776,2026-03-14,Méier,Fiscalização de barulho,Fechado,4.8,2.0
260777,2026-03-14,Ipanema,Iluminação Pública,Fechado,25.2,5.0
260778,2026-03-14,Santa Cruz,Fiscalização de barulho,Fechado,6.8,1.0
260779,2026-03-14,Santa Cruz,Iluminação Pública,Aberto,,
260780,2026-03-14,Campo Grande,Estacionamento irregular,Aberto,,
260781,2026-03-15,Campo Grande,Buraco na via,Fechado,115.8,3.0
260782,2026-03-15,Realengo,Iluminação Pública,Aberto,,
260783,2026-03-15,Campo Grande,Buraco na via,Fechado,123.6,4.0
260784,2026-03-15,Campo Grande,Estacionamento irregular,Fechado,3.2,
260785,2026-03-15,Realengo,Poda de árvore,Fechado,231.8,3.0
260786,2026-03-15,Campo Grande,Buraco na via,Fechado,176.3,4.0
260787,2026-03-15,Copacabana,Iluminação Pública,Fechado,85.5,3.0
260788,2026-03-15,Campo Grande,Remoção de entulho,Fechado,178.1,3.0
260789,2026-03-15,Tijuca,Estacionamento irregular,Fechado,3.7,4.0
260790,2026-03-15,Campo Grande,Buraco na via,Fechado,122.6,
260791,2026-03-15,Copacabana,Estacionamento irregular,Fechado,,4.0
260792,2026-03-15,Tijuca,Poda de árvore,Aberto,,
260793,2026-03-15,Realengo,Buraco na via,Fechado,190.2,3.0
260794,2026-03-15,Barra da Tijuca,Buraco na via,Fechado,103.9,
260795,2026-03-16,Santa Cruz,Remoção de entulho,Fechado,36.4,4.0
260796,2026-03-16,Botafogo,Buraco na via,Fechado,,3.0
260797,2026-03-16,Santa Cruz,Iluminação Pública,Fechado,49.0,3.0
260798,2026-03-16,Santa Cruz,Buraco na via,Fechado,166.3,2.0
260799,2026-03-16,Realengo,Fiscalização de barulho,Fechado,3.8,2.0
260800,2026-03-16,Realengo,Estacionamento irregular,Fechado,,4.0
260801,2026-03-16,Campo Grande,Remoção de entulho,Fechado,136.2,4.0
260802,2026-03-16,Santa Cruz,Poda de árvore,Fechado,342.7,
260803,2026-03-16,Realengo,Fiscalização de barulho,Aberto,,
260804,2026-03-16,Santa Cruz,Remoção de entulho,Fechado,27.3,5.0
260805,2026-03-16,Tijuca,Fiscalização de barulho,Fechado,3.3,3.0
260806,2026-03-16,Santa Cruz,Fiscalização de barulho,Fechado,6.8,2.0
260807,2026-03-16,Tijuca,Iluminação Pública,Fechado,52.9,3.0
260808,2026-03-16,Realengo,Remoção de entulho,Fechado,36.1,
260809,2026-03-16,Centro,Poda de árvore,Fechado,278.9,2.0
260810,2026-03-17,Santa Cruz,Poda de árvore,Fechado,428.4,
260811,2026-03-17,Ipanema,Poda de árvore,Fechado,133.8,4.0
260812,2026-03-17,Campo Grande,Estacionamento irregular,Aberto,,
260813,2026-03-17,Campo Grande,Estacionamento irregular,Fechado,2.8,5.0
260814,2026-03-17,Santa Cruz,Fiscalização de barulho,Fechado,10.0,1.0
260815,2026-03-17,Realengo,Iluminação Pública,Fechado,28.4,4.0
260816,2026-03-17,Copacabana,Poda de árvore,Fechado,312.1,3.0
260817,2026-03-17,Botafogo,Buraco na via,Fechado,59.1,
260818,2026-03-17,Barra da Tijuca,Poda de árvore,Fechado,422.0,
260819,2026-03-18,Copacabana,Remoção de entulho,Fechado,72.5,3.0
260820,2026-03-18,Tijuca,Remoção de entulho,Fechado,66.4,5.0
260821,2026-03-18,Madureira,Iluminação Pública,Aberto,,
260822,2026-03-18,Tijuca,Buraco na via,Aberto,,
260823,2026-03-18,Barra da Tijuca,Poda de árvore,Fechado,220.5,4.0
260824,2026-03-18,Campo Grande,Iluminação Pública,Fechado,36.2,
260825,2026-03-18,Santa Cruz,Iluminação Pública,Aberto,,
260826,2026-03-18,Méier,Buraco na via,Fechado,436.0,
260827,2026-03-18,Campo Grande,Estacionamento irregular,Fechado,7.4,4.0
260828,2026-03-18,Campo Grande,Iluminação Pública,Fechado,31.9,
260829,2026-03-18,Realengo,Iluminação Pública,Fechado,44.5,3.0
260830,2026-03-18,Copacabana,Iluminação Pública,Fechado,54.5,3.0
260831,2026-03-18,Ipanema,Remoção de entulho,Fechado,35.6,5.0
260832,2026-03-19,Copacabana,Iluminação Pública,Aberto,,
260833,2026-03-19,Santa Cruz,Poda de árvore,Fechado,135.4,4.0
260834,2026-03-19,Botafogo,Fiscalização de barulho,Fechado,5.9,3.0
260835,2026-03-19,Realengo,Fiscalização de barulho,Fechado,11.0,1.0
260836,2026-03-19,Realengo,Remoção de entulho,Fechado,92.0,3.0
260837,2026-03-19,Santa Cruz,Buraco na via,Fechado,152.4,
260838,2026-03-19,Tijuca,Remoção de entulho,Aberto,,
260839,2026-03-19,Madureira,Iluminação Pública,Fechado,69.6,3.0
260840,2026-03-19,Campo Grande,Poda de árvore,Fechado,381.4,2.0
260841,2026-03-19,Copacabana,Buraco na via,Fechado,92.1,3.0
260842,2026-03-20,Santa Cruz,Remoção de entulho,Fechado,77.4,3.0
260843,2026-03-20,Copacabana,Estacionamento irregular,Aberto,,
260844,2026-03-20,Santa Cruz,Iluminação Pública,Fechado,46.7,4.0
260845,2026-03-20,Copacabana,Poda de árvore,Fechado,227.7,
260846,2026-03-20,Madureira,Remoção de entulho,Fechado,48.7,
260847,2026-03-20,Realengo,Buraco na via,Aberto,,
260848,2026-03-20,Realengo,Estacionamento irregular,Fechado,8.5,4.0
260849,2026-03-20,Tijuca,Estacionamento irregular,Fechado,2.6,
260850,2026-03-20,Centro,Iluminação Pública,Aberto,,
260851,2026-03-20,Botafogo,Poda de árvore,Fechado,267.2,
260852,2026-03-20,Campo Grande,Iluminação Pública,Fechado,68.4,3.0
260853,2026-03-20,Botafogo,Iluminação Pública,Fechado,29.6,5.0
260854,2026-03-20,Realengo,Fiscalização de barulho,Fechado,8.4,1.0
260855,2026-03-21,Realengo,Fiscalização de barulho,Fechado,5.2,2.0
260856,2026-03-21,Copacabana,Fiscalização de barulho,Fechado,2.3,3.0
260857,2026-03-21,Tijuca,Fiscalização de barulho,Aberto,,
260858,2026-03-21,Santa Cruz,Iluminação Pública,Fechado,53.0,
260859,2026-03-21,Centro,Buraco na via,Fechado,328.9,
260860,2026-03-21,Méier,Buraco na via,Fechado,107.0,
260861,2026-03-21,Copacabana,Iluminação Pública,Fechado,40.2,4.0
260862,2026-03-21,Madureira,Iluminação Pública,Fechado,42.3,4.0
260863,2026-03-21,Centro,Fiscalização de barulho,Fechado,5.1,
260864,2026-03-21,Campo Grande,Fiscalização de barulho,Fechado,5.5,2.0
260865,2026-03-21,Ipanema,Remoção de entulho,Fechado,39.1,5.0
260866,2026-03-21,Campo Grande,Estacionamento irregular,Fechado,8.3,4.0
260867,2026-03-21,Santa Cruz,Poda de árvore,Fechado,259.4,3.0
260868,2026-03-21,Ipanema,Remoção de entulho,Aberto,,
260869,2026-03-21,Copacabana,Iluminação Pública,Aberto,,
260870,2026-03-21,Santa Cruz,Remoção de entulho,Fechado,59.5,4.0
260871,2026-03-22,Tijuca,Iluminação Pública,Fechado,49.3,4.0
260872,2026-03-22,Campo Grande,Iluminação Pública,Aberto,,
260873,2026-03-22,Realengo,Iluminação Pública,Fechado,36.0,3.0
260874,2026-03-22,Centro,Poda de árvore,Fechado,233.8,3.0
260875,2026-03-22,Campo Grande,Buraco na via,Fechado,293.3,
260876,2026-03-22,Centro,Fiscalização de barulho,Fechado,5.4,3.0
260877,2026-03-22,Madureira,Buraco na via,Fechado,146.2,2.0
260878,2026-03-22,Realengo,Remoção de entulho,Fechado,149.3,
260879,2026-03-22,Tijuca,Poda de árvore,Fechado,300.9,3.0
260880,2026-03-22,Centro,Iluminação Pública,Fechado,40.5,
260881,2026-03-22,Santa Cruz,Estacionamento irregular,Fechado,5.7,5.0
260882,2026-03-22,Santa Cruz,Poda de árvore,Fechado,220.6,
260883,2026-03-22,Santa Cruz,Iluminação Pública,Fechado,39.8,
260884,2026-03-22,Botafogo,Estacionamento irregular,Fechado,2.2,
260885,2026-03-22,Santa Cruz,Poda de árvore,Fechado,186.8,
260886,2026-03-23,Copacabana,Fiscalização de barulho,Fechado,15.2,1.0
260887,2026-03-23,Ipanema,Poda de árvore,Fechado,493.3,2.0
260888,2026-03-23,Tijuca,Buraco na via,Fechado,183.3,4.0
260889,2026-03-23,Santa Cruz,Iluminação Pública,Fechado,27.5,
260890,2026-03-23,Barra da Tijuca,Fiscalização de barulho,Fechado,5.3,
260891,2026-03-23,Santa Cruz,Remoção de entulho,Fechado,36.7,4.0
260892,2026-03-23,Santa Cruz,Estacionamento irregular,Fechado,2.5,5.0
260893,2026-03-23,Campo Grande,Fiscalização de barulho,Aberto,,
260894,2026-03-23,Santa Cruz,Estacionamento irregular,Fechado,3.6,
260895,2026-03-23,Barra da Tijuca,Iluminação Pública,Fechado,45.2,
260896,2026-03-23,Méier,Iluminação Pública,Fechado,,4.0
260897,2026-03-23,Méier,Fiscalização de barulho,Fechado,8.4,
260898,2026-03-24,Campo Grande,Iluminação Pública,Fechado,41.8,
260899,2026-03-24,Tijuca,Poda de árvore,Fechado,643.6,3.0
260900,2026-03-24,Realengo,Fiscalização de barulho,Fechado,7.5,2.0
260901,2026-03-24,Madureira,Iluminação Pública,Fechado,26.8,4.0
260902,2026-03-24,Realengo,Poda de árvore,Fechado,227.6,
260903,2026-03-24,Copacabana,Fiscalização de barulho,Fechado,,1.0
260904,2026-03-24,Campo Grande,Fiscalização de barulho,Fechado,10.4,2.0
260905,2026-03-24,Santa Cruz,Fiscalização de barulho,Fechado,3.9,3.0
260906,2026-03-24,Centro,Remoção de entulho,Fechado,97.0,4.0
260907,2026-03-24,Campo Grande,Estacionamento irregular,Fechado,4.3,
260908,2026-03-24,Realengo,Fiscalização de barulho,Fechado,2.2,3.0
260909,2026-03-24,Centro,Buraco na via,Fechado,140.6,2.0
260910,2026-03-24,Campo Grande,Estacionamento irregular,Aberto,,
260911,2026-03-24,Santa Cruz,Iluminação Pública,Fechado,42.1,
260912,2026-03-25,Realengo,Iluminação Pública,Fechado,66.9,4.0
260913,2026-03-25,Madureira,Iluminação Pública,Fechado,45.2,
260914,2026-03-25,Méier,Fiscalização de barulho,Fechado,6.7,
260915,2026-03-25,Madureira,Poda de árvore,Fechado,203.0,
260916,2026-03-25,Tijuca,Iluminação Pública,Fechado,87.1,
260917,2026-03-25,Campo Grande,Buraco na via,Fechado,255.0,
260918,2026-03-25,Santa Cruz,Buraco na via,Fechado,46.0,
260919,2026-03-25,Tijuca,Iluminação Pública,Fechado,89.7,4.0
260920,2026-03-25,Méier,Estacionamento irregular,Fechado,4.4,5.0
260921,2026-03-25,Botafogo,Buraco na via,Fechado,144.5,3.0
260922,2026-03-25,Santa Cruz,Fiscalização de barulho,Fechado,10.0,2.0
260923,2026-03-26,Tijuca,Buraco na via,Aberto,,
260924,2026-03-26,Santa Cruz,Poda de árvore,Aberto,,
260925,2026-03-26,Campo Grande,Buraco na via,Aberto,,
260926,2026-03-26,Copacabana,Fiscalização de barulho,Fechado,5.3,2.0
260927,2026-03-26,Realengo,Iluminação Pública,Fechado,117.8,
260928,2026-03-26,Méier,Iluminação Pública,Fechado,41.0,5.0
260929,2026-03-26,Botafogo,Buraco na via,Fechado,113.3,4.0
260930,2026-03-26,Campo Grande,Iluminação Pública,Aberto,,
260931,2026-03-26,Realengo,Estacionamento irregular,Fechado,3.9,
260932,2026-03-27,Copacabana,Estacionamento irregular,Aberto,,
260933,2026-03-27,Copacabana,Buraco na via,Fechado,134.8,
260934,2026-03-27,Tijuca,Remoção de entulho,Fechado,55.9,
260935,2026-03-27,Campo Grande,Remoção de entulho,Fechado,58.3,4.0
260936,2026-03-27,Santa Cruz,Buraco na via,Fechado,177.0,
260937,2026-03-27,Santa Cruz,Estacionamento irregular,Aberto,,
260938,2026-03-27,Realengo,Iluminação Pública,Fechado,27.9,4.0
260939,2026-03-27,Centro,Estacionamento irregular,Fechado,3.9,5.0
260940,2026-03-27,Copacabana,Iluminação Pública,Fechado,73.8,4.0
260941,2026-03-27,Copacabana,Buraco na via,Fechado,77.5,
260942,2026-03-27,Realengo,Estacionamento irregular,Fechado,3.1,5.0
260943,2026-03-27,Centro,Fiscalização de barulho,Fechado,,3.0
260944,2026-03-27,Barra da Tijuca,Fiscalização de barulho,Fechado,3.0,
260945,2026-03-27,Campo Grande,Poda de árvore,Fechado,508.9,3.0
260946,2026-03-27,Madureira,Iluminação Pública,Aberto,,
260947,2026-03-27,Copacabana,Iluminação Pública,Fechado,37.2,
260948,2026-03-27,Botafogo,Remoção de entulho,Fechado,53.2,3.0
260949,2026-03-27,Santa Cruz,Buraco na via,Fechado,21.7,4.0
260950,2026-03-27,Tijuca,Poda de árvore,Fechado,754.0,2.0
260951,2026-03-27,Santa Cruz,Iluminação Pública,Fechado,41.8,5.0
260952,2026-03-28,Campo Grande,Remoção de entulho,Fechado,62.9,
260953,2026-03-28,Campo Grande,Remoção de entulho,Fechado,62.5,3.0
260954,2026-03-28,Realengo,Fiscalização de barulho,Fechado,2.3,1.0
260955,2026-03-28,Barra da Tijuca,Remoção de entulho,Fechado,66.4,5.0
260956,2026-03-28,Madureira,Buraco na via,Fechado,,4.0
260957,2026-03-28,Realengo,Buraco na via,Fechado,181.2,4.0
260958,2026-03-28,Tijuca,Buraco na via,Fechado,153.8,
260959,2026-03-28,Copacabana,Remoção de entulho,Fechado,72.7,3.0
260960,2026-03-28,Santa Cruz,Poda de árvore,Fechado,571.7,
260961,2026-03-28,Botafogo,Iluminação Pública,Fechado,29.8,4.0
260962,2026-03-28,Santa Cruz,Iluminação Pública,Fechado,26.4,5.0
260963,2026-03-28,Copacabana,Poda de árvore,Fechado,152.7,
260964,2026-03-28,Madureira,Iluminação Pública,Fechado,24.4,4.0
260965,2026-03-28,Barra da Tijuca,Poda de árvore,Fechado,269.6,
260966,2026-03-29,Campo Grande,Buraco na via,Fechado,189.3,3.0
260967,2026-03-29,Copacabana,Remoção de entulho,Fechado,126.2,4.0
260968,2026-03-29,Campo Grande,Buraco na via,Fechado,78.9,4.0
260969,2026-03-29,Copacabana,Poda de árvore,Fechado,119.6,4.0
260970,2026-03-29,Barra da Tijuca,Iluminação Pública,Fechado,109.6,2.0
260971,2026-03-29,Méier,Fiscalização de barulho,Aberto,,
260972,2026-03-29,Barra da Tijuca,Remoção de entulho,Fechado,58.9,4.0
260973,2026-03-29,Tijuca,Buraco na via,Fechado,124.2,4.0
260974,2026-03-29,Realengo,Iluminação Pública,Fechado,96.5,
260975,2026-03-29,Campo Grande,Estacionamento irregular,Fechado,5.5,
260976,2026-03-30,Madureira,Estacionamento irregular,Fechado,4.4,4.0
260977,2026-03-30,Realengo,Poda de árvore,Fechado,257.5,3.0
260978,2026-03-30,Campo Grande,Remoção de entulho,Fechado,52.1,4.0
260979,2026-03-30,Tijuca,Buraco na via,Fechado,254.9,2.0
260980,2026-03-30,Copacabana,Estacionamento irregular,Fechado,4.1,
260981,2026-03-30,Santa Cruz,Iluminação Pública,Fechado,63.2,4.0
260982,2026-03-30,Centro,Iluminação Pública,Aberto,,
260983,2026-03-30,Tijuca,Buraco na via,Fechado,380.5,2.0
260984,2026-03-30,Tijuca,Fiscalização de barulho,Fechado,11.0,
260985,2026-03-30,Centro,Remoção de entulho,Fechado,234.9,4.0
260986,2026-03-30,Botafogo,Buraco na via,Fechado,165.1,3.0
260987,2026-03-31,Santa Cruz,Remoção de entulho,Fechado,208.8,3.0
260988,2026-03-31,Barra da Tijuca,Estacionamento irregular,Fechado,7.6,4.0
260989,2026-03-31,Madureira,Iluminação Pública,Aberto,,
260990,2026-03-31,Centro,Buraco na via,Fechado,273.7,3.0
260991,2026-03-31,Santa Cruz,Poda de árvore,Aberto,,
260992,2026-03-31,Tijuca,Fiscalização de barulho,Fechado,27.7,
260993,2026-03-31,Madureira,Remoção de entulho,Fechado,79.0,3.0
260994,2026-03-31,Santa Cruz,Remoção de entulho,Fechado,37.3,4.0
260995,2026-03-31,Copacabana,Iluminação Pública,Fechado,58.8,4.0
260996,2026-04-01,Campo Grande,Iluminação Pública,Aberto,,
260997,2026-04-01,Realengo,Iluminação Pública,Fechado,60.4,4.0
260998,2026-04-01,Tijuca,Iluminação Pública,Fechado,49.3,4.0
260999,2026-04-01,Centro,Poda de árvore,Fechado,195.9,3.0
261000,2026-04-01,Campo Grande,Poda de árvore,Fechado,381.2,3.0
261001,2026-04-01,Centro,Estacionamento irregular,Fechado,2.8,5.0
261002,2026-04-01,Tijuca,Buraco na via,Fechado,174.6,3.0
261003,2026-04-01,Copacabana,Buraco na via,Fechado,65.9,5.0
261004,2026-04-01,Campo Grande,Fiscalização de barulho,Fechado,3.6,4.0
261005,2026-04-01,Tijuca,Fiscalização de barulho,Fechado,5.0,
261006,2026-04-01,Madureira,Iluminação Pública,Fechado,24.5,4.0
261007,2026-04-01,Campo Grande,Iluminação Pública,Fechado,43.7,
261008,2026-04-02,Campo Grande,Fiscalização de barulho,Fechado,12.6,2.0
261009,2026-04-02,Realengo,Remoção de entulho,Fechado,95.0,
261010,2026-04-02,Copacabana,Estacionamento irregular,Fechado,3.5,
261011,2026-04-02,Tijuca,Remoção de entulho,Aberto,,
261012,2026-04-02,Santa Cruz,Poda de árvore,Fechado,,
261013,2026-04-02,Realengo,Fiscalização de barulho,Fechado,3.6,2.0
261014,2026-04-02,Campo Grande,Buraco na via,Fechado,122.6,
261015,2026-04-02,Santa Cruz,Buraco na via,Fechado,138.4,
261016,2026-04-02,Méier,Iluminação Pública,Aberto,,
261017,2026-04-02,Barra da Tijuca,Remoção de entulho,Fechado,38.8,4.0
261018,2026-04-02,Botafogo,Remoção de entulho,Fechado,76.3,4.0
261019,2026-04-02,Tijuca,Estacionamento irregular,Fechado,3.6,
261020,2026-04-03,Méier,Buraco na via,Fechado,117.4,3.0
261021,2026-04-03,Copacabana,Buraco na via,Fechado,293.7,
261022,2026-04-03,Copacabana,Remoção de entulho,Fechado,,
261023,2026-04-03,Centro,Fiscalização de barulho,Fechado,2.7,3.0
261024,2026-04-03,Campo Grande,Iluminação Pública,Fechado,45.3,
261025,2026-04-03,Botafogo,Fiscalização de barulho,Aberto,,
261026,2026-04-03,Realengo,Poda de árvore,Fechado,247.0,3.0
261027,2026-04-03,Barra da Tijuca,Estacionamento irregular,Fechado,2.0,
261028,2026-04-03,Campo Grande,Fiscalização de barulho,Fechado,,3.0
261029,2026-04-03,Méier,Fiscalização de barulho,Aberto,,
261030,2026-04-03,Botafogo,Iluminação Pública,Fechado,27.9,
261031,2026-04-03,Copacabana,Iluminação Pública,Fechado,19.1,
261032,2026-04-03,Campo Grande,Iluminação Pública,Fechado,44.9,4.0
261033,2026-04-03,Copacabana,Buraco na via,Fechado,154.9,2.0
261034,2026-04-03,Santa Cruz,Remoção de entulho,Fechado,203.5,
261035,2026-04-03,Realengo,Iluminação Pública,Fechado,59.8,4.0
261036,2026-04-04,Santa Cruz,Estacionamento irregular,Fechado,12.8,3.0
261037,2026-04-04,Tijuca,Buraco na via,Aberto,,
261038,2026-04-04,Botafogo,Remoção de entulho,Fechado,150.4,5.0
261039,2026-04-04,Centro,Iluminação Pública,Fechado,45.9,4.0
261040,2026-04-04,Copacabana,Fiscalização de barulho,Fechado,5.7,2.0
261041,2026-04-04,Copacabana,Remoção de entulho,Fechado,32.6,4.0
261042,2026-04-04,Santa Cruz,Fiscalização de barulho,Aberto,,
261043,2026-04-04,Centro,Fiscalização de barulho,Fechado,2.5,3.0
261044,2026-04-04,Tijuca,Estacionamento irregular,Fechado,7.2,4.0
261045,2026-04-04,Copacabana,Iluminação Pública,Fechado,89.0,
261046,2026-04-04,Campo Grande,Remoção de entulho,Fechado,105.0,
261047,2026-04-04,Realengo,Remoção de entulho,Fechado,98.9,3.0
261048,2026-04-04,Campo Grande,Buraco na via,Fechado,54.1,4.0
261049,2026-04-04,Madureira,Iluminação Pública,Fechado,19.5,5.0
261050,2026-04-05,Copacabana,Buraco na via,Fechado,93.4,3.0
261051,2026-04-05,Centro,Buraco na via,Fechado,156.1,
261052,2026-04-05,Méier,Iluminação Pública,Fechado,78.1,3.0
261053,2026-04-05,Méier,Poda de árvore,Fechado,423.0,3.0
261054,2026-04-05,Campo Grande,Iluminação Pública,Fechado,36.9,4.0
261055,2026-04-05,Copacabana,Poda de árvore,Fechado,132.7,5.0
261056,2026-04-05,Botafogo,Fiscalização de barulho,Aberto,,
261057,2026-04-05,Realengo,Poda de árvore,Fechado,279.4,
261058,2026-04-05,Barra da Tijuca,Iluminação Pública,Aberto,,
261059,2026-04-05,Tijuca,Poda de árvore,Fechado,199.4,
261060,2026-04-05,Copacabana,Buraco na via,Fechado,120.6,3.0
261061,2026-04-06,Botafogo,Estacionamento irregular,Fechado,2.4,5.0
261062,2026-04-06,Santa Cruz,Buraco na via,Aberto,,
261063,2026-04-06,Campo Grande,Iluminação Pública,Fechado,47.6,3.0
261064,2026-04-06,Ipanema,Remoção de entulho,Aberto,,
261065,2026-04-06,Santa Cruz,Buraco na via,Fechado,128.5,
261066,2026-04-06,Realengo,Iluminação Pública,Fechado,75.5,3.0
261067,2026-04-06,Campo Grande,Fiscalização de barulho,Fechado,8.2,1.0
261068,2026-04-06,Madureira,Estacionamento irregular,Fechado,2.2,5.0
261069,2026-04-06,Centro,Fiscalização de barulho,Aberto,,
261070,2026-04-06,Campo Grande,Remoção de entulho,Fechado,51.4,4.0
261071,2026-04-06,Campo Grande,Iluminação Pública,Fechado,37.8,4.0
261072,2026-04-07,Ipanema,Poda de árvore,Fechado,303.0,
261073,2026-04-07,Santa Cruz,Poda de árvore,Fechado,221.9,4.0
261074,2026-04-07,Campo Grande,Buraco na via,Fechado,135.8,
261075,2026-04-07,Campo Grande,Fiscalização de barulho,Fechado,3.7,
261076,2026-04-07,Copacabana,Fiscalização de barulho,Fechado,2.8,3.0
261077,2026-04-07,Copacabana,Iluminação Pública,Aberto,,
261078,2026-04-07,Madureira,Buraco na via,Fechado,84.5,
261079,2026-04-08,Madureira,Estacionamento irregular,Fechado,4.8,4.0
261080,2026-04-08,Realengo,Remoção de entulho,Fechado,59.8,4.0
261081,2026-04-08,Realengo,Iluminação Pública,Aberto,,
261082,2026-04-08,Campo Grande,Remoção de entulho,Fechado,72.8,
261083,2026-04-08,Barra da Tijuca,Buraco na via,Fechado,121.5,2.0
261084,2026-04-08,Copacabana,Buraco na via,Aberto,,
261085,2026-04-08,Campo Grande,Iluminação Pública,Fechado,46.9,4.0
261086,2026-04-08,Santa Cruz,Buraco na via,Fechado,110.8,
261087,2026-04-08,Botafogo,Iluminação Pública,Fechado,,5.0
261088,2026-04-08,Copacabana,Poda de árvore,Aberto,,
261089,2026-04-08,Campo Grande,Remoção de entulho,Fechado,76.1,4.0
261090,2026-04-08,Realengo,Iluminação Pública,Fechado,68.6,4.0
261091,2026-04-09,Tijuca,Poda de árvore,Fechado,229.2,
261092,2026-04-09,Realengo,Buraco na via,Fechado,141.6,
261093,2026-04-09,Santa Cruz,Fiscalização de barulho,Aberto,,
261094,2026-04-09,Campo Grande,Fiscalização de barulho,Fechado,5.8,
261095,2026-04-09,Tijuca,Poda de árvore,Fechado,124.0,4.0
261096,2026-04-09,Centro,Buraco na via,Fechado,160.1,3.0
261097,2026-04-09,Copacabana,Estacionamento irregular,Aberto,,
261098,2026-04-10,Méier,Fiscalização de barulho,Fechado,2.8,3.0
261099,2026-04-10,Realengo,Remoção de entulho,Fechado,276.0,
261100,2026-04-10,Barra da Tijuca,Estacionamento irregular,Fechado,4.2,
261101,2026-04-10,Botafogo,Buraco na via,Fechado,153.5,3.0
261102,2026-04-10,Realengo,Fiscalização de barulho,Fechado,6.7,
261103,2026-04-10,Botafogo,Fiscalização de barulho,Fechado,6.7,
261104,2026-04-10,Realengo,Remoção de entulho,Fechado,17.3,5.0
261105,2026-04-10,Botafogo,Fiscalização de barulho,Fechado,9.9,2.0
261106,2026-04-10,Realengo,Estacionamento irregular,Fechado,,4.0
261107,2026-04-10,Barra da Tijuca,Buraco na via,Fechado,,
261108,2026-04-10,Botafogo,Remoção de entulho,Fechado,153.7,3.0
261109,2026-04-10,Copacabana,Iluminação Pública,Aberto,,
261110,2026-04-10,Tijuca,Estacionamento irregular,Fechado,6.7,
261111,2026-04-10,Santa Cruz,Buraco na via,Fechado,79.4,3.0
261112,2026-04-10,Realengo,Iluminação Pública,Aberto,,
261113,2026-04-10,Santa Cruz,Iluminação Pública,Fechado,47.7,
261114,2026-04-10,Realengo,Estacionamento irregular,Fechado,8.8,3.0
261115,2026-04-10,Barra da Tijuca,Remoção de entulho,Fechado,44.9,
261116,2026-04-10,Campo Grande,Poda de árvore,Fechado,163.2,3.0
261117,2026-04-11,Copacabana,Fiscalização de barulho,Fechado,8.7,1.0
261118,2026-04-11,Méier,Remoção de entulho,Fechado,88.2,
261119,2026-04-11,Méier,Iluminação Pública,Fechado,22.0,4.0
261120,2026-04-11,Tijuca,Remoção de entulho,Fechado,62.2,4.0
261121,2026-04-11,Campo Grande,Fiscalização de barulho,Fechado,12.6,
261122,2026-04-11,Realengo,Fiscalização de barulho,Fechado,3.6,2.0
261123,2026-04-11,Botafogo,Estacionamento irregular,Fechado,4.9,5.0
261124,2026-04-11,Copacabana,Iluminação Pública,Fechado,40.9,
261125,2026-04-11,Copacabana,Iluminação Pública,Fechado,32.0,
261126,2026-04-11,Madureira,Iluminação Pública,Fechado,98.0,
261127,2026-04-11,Copacabana,Poda de árvore,Fechado,315.0,
261128,2026-04-11,Santa Cruz,Poda de árvore,Aberto,,
261129,2026-04-11,Copacabana,Remoção de entulho,Fechado,,3.0
261130,2026-04-11,Botafogo,Iluminação Pública,Fechado,97.6,3.0
261131,2026-04-11,Copacabana,Iluminação Pública,Fechado,72.2,3.0
261132,2026-04-12,Botafogo,Remoção de entulho,Aberto,,
261133,2026-04-12,Santa Cruz,Poda de árvore,Fechado,371.9,3.0
261134,2026-04-12,Centro,Estacionamento irregular,Fechado,3.4,5.0
261135,2026-04-12,Tijuca,Buraco na via,Aberto,,
261136,2026-04-12,Copacabana,Iluminação Pública,Fechado,26.9,5.0
261137,2026-04-12,Realengo,Remoção de entulho,Fechado,88.0,
261138,2026-04-13,Tijuca,Iluminação Pública,Fechado,37.0,5.0
261139,2026-04-13,Barra da Tijuca,Remoção de entulho,Aberto,,
261140,2026-04-13,Santa Cruz,Fiscalização de barulho,Fechado,16.4,
261141,2026-04-13,Centro,Estacionamento irregular,Aberto,,
261142,2026-04-13,Tijuca,Estacionamento irregular,Aberto,,
261143,2026-04-13,Copacabana,Fiscalização de barulho,Aberto,,
261144,2026-04-13,Centro,Remoção de entulho,Fechado,53.5,4.0
261145,2026-04-13,Madureira,Fiscalização de barulho,Aberto,,
261146,2026-04-13,Realengo,Buraco na via,Aberto,,
261147,2026-04-13,Santa Cruz,Buraco na via,Fechado,60.7,4.0
261148,2026-04-14,Campo Grande,Fiscalização de barulho,Aberto,,
261149,2026-04-14,Centro,Iluminação Pública,Aberto,,
261150,2026-04-14,Méier,Buraco na via,Fechado,61.6,4.0
261151,2026-04-14,Centro,Iluminação Pública,Fechado,25.2,
